Building IRN,Building Name,District IRN,District Name,County,Region,Open/Closed Status as of 9/12/2017,School Type,Student Group,Read 3rd Grade 2016-2017 % Proficient or above,Math 3rd Grade 2016-2017 % Proficient or above,Read 4th Grade 2016-2017 % Proficient or above,Math 4th Grade 2016-2017 % Proficient or above,Social Studies 4th Grade 2016-2017 % Proficient or above,Read 5th Grade 2016-2017 % Proficient or above,Math 5th Grade 2016-2017 % Proficient or above,Science 5th Grade 2016-2017 % Proficient or above,Read 6th Grade 2016-2017 % Proficient or above,Math 6th Grade 2016-2017 % Proficient or above,Social Studies 6th Grade 2016-2017 % Proficient or above,Read 7th Grade 2016-2017 % Proficient or above,Math 7th Grade 2016-2017 % Proficient or above,Read 8th Grade 2016-2017 % Proficient or above,Math 8th Grade 2016-2017 % Proficient or above,Science 8th Grade 2016-2017 % Proficient or above,History End of Course 2016-2017 % Proficient or Above,Government End of Course 2016-2017 % Proficient or Above,Physical Science End of Course 2016-2017 % Proficient or Above,English Language Arts I End of Course 2016-2017 % Proficient or Above,English Language Arts II End of Course 2016-2017 % Proficient or Above,Algebra I End of Course 2016-2017 % Proficient or Above,Geometry End of Course 2016-2017 % Proficient or Above,Integrated Math I End of Course 2016-2017 % Proficient or Above,Integrated Math II End of Course 2016-2017 % Proficient or Above,Biology End of Course 2016-2017 % Proficient or Above,Attendance rate 2016-2017,4-Year Longitudinal Graduation Rate - Class of 2016,5-Year Longitudinal Graduation Rate - Class of 2015,Enrollment,% of Total Enrollment,Watermark
010926,Fairbanks High School,050328,Fairbanks Local,Union,Region 11,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,87.8,86.7,NC,80.0,75.5,52.8,57.4,NC,NC,83.5,>95.0,>95.0,>95.0,307,85.3,
010967,Fairfax Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,70.9,61.8,73.9,71.7,82.6,65.5,58.2,61.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,339,>95.0,
010967,Fairfax Elementary School,043794,Cleveland Heights-University Heights City,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
010975,Fairfax Elementary School,045492,Mentor Exempted Village,Lake,Region 4,Open,Elementary School,Disadvantaged,58.8,64.7,52.9,52.9,58.8,61.1,27.8,38.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,100,30.1,
010975,Fairfax Elementary School,045492,Mentor Exempted Village,Lake,Region 4,Open,Elementary School,NonDisadvantaged,87.5,93.8,71.4,80.0,85.7,>95.0,74.2,93.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,232,69.9,
010983,Crestview Middle School,046433,Crestview Local,Columbiana,Region 5,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,85.2,92.6,92.6,59.1,50.0,59.1,66.7,52.4,55.6,55.9,80.6,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,154,39.1,
010983,Crestview Middle School,046433,Crestview Local,Columbiana,Region 5,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,>95.0,92.0,>95.0,74.1,79.3,79.3,91.9,80.6,75.0,75.4,89.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,240,60.9,
010991,Fairfield Freshman High School,046102,Fairfield City,Butler,Region 13,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,75.7,NC,NC,72.1,NC,50.6,>95.0,NC,NC,>95.0,>95.0,NC,NC,257,37.1,
010991,Fairfield Freshman High School,046102,Fairfield City,Butler,Region 13,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.2,NC,NC,88.7,NC,62.8,>95.0,NC,NC,>95.0,>95.0,NC,NC,436,62.9,
011007,Fairfield Elementary School,044362,Maumee City,Lucas,Region 1,Open,Elementary School,Disadvantaged,70.0,85.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,94,31.0,
011007,Fairfield Elementary School,044362,Maumee City,Lucas,Region 1,Open,Elementary School,NonDisadvantaged,80.3,90.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,208,68.6,
011023,South Central Elementary School,047738,South Central Local,Huron,Region 2,Open,Elementary School,Disadvantaged,47.8,60.9,51.9,66.7,77.8,48.0,32.0,92.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,156,39.1,
011023,South Central Elementary School,047738,South Central Local,Huron,Region 2,Open,Elementary School,NonDisadvantaged,76.2,92.5,69.0,68.8,86.7,78.9,55.3,94.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,243,60.9,
011031,Fairfield Local Elementary School,047621,Fairfield Local,Highland,Region 14,Open,Elementary School,Disadvantaged,56.5,73.9,60.6,84.8,72.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.5,NC,NC,126,36.7,
011031,Fairfield Local Elementary School,047621,Fairfield Local,Highland,Region 14,Open,Elementary School,NonDisadvantaged,83.3,89.6,68.3,90.2,85.4,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,217,63.3,
011049,Fairfield High School,046102,Fairfield City,Butler,Region 13,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,32.1,54.0,21.4,18.8,41.2,7.7,25.3,NC,NC,45.8,91.7,88.0,>95.0,616,32.9,
011049,Fairfield High School,046102,Fairfield City,Butler,Region 13,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,30.8,75.6,30.0,19.1,67.1,15.3,38.1,NC,NC,64.0,>95.0,94.7,>95.0,1258,67.1,
011056,Fairfield Local High School,047621,Fairfield Local,Highland,Region 14,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,69.0,NC,NC,47.4,53.3,20.0,24.0,NC,NC,65.5,93.4,85.0,93.8,73,29.0,
011056,Fairfield Local High School,047621,Fairfield Local,Highland,Region 14,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,85.4,94.0,NC,93.0,70.0,46.0,55.1,NC,NC,79.6,>95.0,>95.0,>95.0,179,71.0,
011064,Bremen Elementary School,046870,Fairfield Union Local,Fairfield,Region 11,Open,Elementary School,Disadvantaged,77.3,86.4,73.3,83.3,86.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.4,NC,NC,157,42.5,
011064,Bremen Elementary School,046870,Fairfield Union Local,Fairfield,Region 11,Open,Elementary School,NonDisadvantaged,94.4,94.4,85.7,89.8,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,212,57.5,
011072,Fairfield Union High School,046870,Fairfield Union Local,Fairfield,Region 11,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,74.6,61.9,NC,53.7,57.7,26.0,21.9,NC,NC,56.2,92.0,80.0,89.2,179,30.0,
011072,Fairfield Union High School,046870,Fairfield Union Local,Fairfield,Region 11,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,85.0,78.3,NC,74.6,69.5,35.0,39.0,NC,NC,73.5,94.9,>95.0,>95.0,418,70.0,
011106,Fairland East Elementary School,047936,Fairland Local,Lawrence,Region 15,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,226,54.9,
011106,Fairland East Elementary School,047936,Fairland Local,Lawrence,Region 15,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,186,45.1,
011114,Fairland High School,047936,Fairland Local,Lawrence,Region 15,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,70.5,67.2,NC,67.2,48.5,20.0,43.2,NC,NC,55.0,94.4,92.7,>95.0,187,45.3,
011114,Fairland High School,047936,Fairland Local,Lawrence,Region 15,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,86.0,81.8,NC,86.4,70.1,42.1,67.2,NC,NC,73.3,>95.0,93.8,>95.0,226,54.7,
011122,Fairland Middle School,047936,Fairland Local,Lawrence,Region 15,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,61.3,74.7,62.7,73.4,67.2,53.8,71.4,75.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.0,NC,NC,206,55.2,
011122,Fairland Middle School,047936,Fairland Local,Lawrence,Region 15,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,77.4,94.3,90.6,86.5,80.4,73.5,78.4,90.6,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,167,44.8,
011130,Judith A Resnik Community Learning Center,043489,Akron City,Summit,Region 8,Open,Elementary School,Disadvantaged,74.6,67.2,62.5,63.6,69.1,70.4,55.6,63.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,396,>95.0,
011130,Judith A Resnik Community Learning Center,043489,Akron City,Summit,Region 8,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011155,Fairlawn Elementary School,049775,Fairlawn Local,Shelby,Region 6,Open,Elementary School,Disadvantaged,47.1,52.9,57.9,63.2,89.5,78.6,64.3,85.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.3,NC,NC,102,30.4,
011155,Fairlawn Elementary School,049775,Fairlawn Local,Shelby,Region 6,Open,Elementary School,NonDisadvantaged,83.8,89.2,57.1,71.4,75.0,78.8,81.8,87.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,234,69.6,
011163,Fairlawn High School,049775,Fairlawn Local,Shelby,Region 6,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,69.2,53.8,76.9,62.5,81.3,26.3,54.5,73.7,64.7,53.8,NC,57.9,44.4,69.6,NC,NC,42.9,81.3,93.6,>95.0,>95.0,89,32.0,
011163,Fairlawn High School,049775,Fairlawn Local,Shelby,Region 6,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,69.0,69.0,86.2,72.5,77.5,30.4,NC,>95.0,74.2,72.0,NC,79.3,64.9,73.3,NC,NC,37.8,75.0,94.9,>95.0,94.7,189,68.0,
011171,Fairless High School,049841,Fairless Local,Stark,Region 9,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,79.6,58.3,NC,62.7,49.2,29.1,42.2,NC,NC,68.5,93.6,89.1,86.8,173,39.1,
011171,Fairless High School,049841,Fairless Local,Stark,Region 9,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,85.9,44.9,NC,80.5,63.2,42.1,56.3,NC,NC,85.5,>95.0,>95.0,>95.0,270,60.9,
011189,Fairmoor Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,Disadvantaged,19.2,20.8,29.6,20.4,27.8,27.5,12.0,14.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,87.0,NC,NC,382,>95.0,
011189,Fairmoor Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011239,Fairport Harding High School,045369,Fairport Harbor Exempted Village,Lake,Region 4,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011239,Fairport Harding High School,045369,Fairport Harbor Exempted Village,Lake,Region 4,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,42.3,40.0,37.3,46.7,61.4,NC,22.2,47.6,57.9,61.5,NC,55.9,55.0,40.2,20.4,NC,NC,47.2,93.6,86.4,86.7,358,>95.0,
011247,Fairview-Clifton German Language School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,Disadvantaged,63.6,77.3,65.2,66.7,73.9,40.0,52.9,46.7,52.9,37.5,52.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,206,25.7,
011247,Fairview-Clifton German Language School,043752,Cincinnati City,Hamilton,Region 13,Open,Elementary School,NonDisadvantaged,90.0,92.2,90.5,90.0,94.6,81.2,84.7,89.4,80.9,88.2,91.0,NC,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,597,74.3,
011262,Fairview PreK-6 School,043844,Dayton City,Montgomery,Region 10,Open,Elementary School,Disadvantaged,12.1,13.8,19.0,7.9,17.5,13.5,5.8,5.8,6.5,8.7,4.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,90.1,NC,NC,509,>95.0,
011262,Fairview PreK-6 School,043844,Dayton City,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011288,Fairview High School,046714,Central Local,Defiance,Region 1,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,88.0,66.7,NC,82.5,61.3,56.7,53.1,NC,NC,73.3,91.7,NC,90.3,98,33.2,
011288,Fairview High School,046714,Central Local,Defiance,Region 1,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,92.0,NC,92.1,87.1,75.5,77.4,NC,NC,93.3,94.0,>95.0,>95.0,197,66.8,
011291,Village Preparatory School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,49.3,72.0,41.9,60.3,69.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,92.9,NC,NC,406,>95.0,
011291,Village Preparatory School,043786,Cleveland Municipal,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011304,Fairview High School,043976,Fairview Park City,Cuyahoga,Region 3,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,58.1,80.8,NC,57.1,47.8,10.0,17.2,NC,NC,43.5,92.4,91.2,82.4,123,23.7,
011304,Fairview High School,043976,Fairview Park City,Cuyahoga,Region 3,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,78.0,79.6,NC,66.0,56.4,25.0,32.2,NC,NC,70.9,94.0,93.6,92.7,397,76.3,
011312,Fairwood Alternative Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,Disadvantaged,30.6,33.3,31.8,43.2,25.0,17.1,14.6,9.8,21.2,18.2,27.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,89.3,NC,NC,359,>95.0,
011312,Fairwood Alternative Elementary School,043802,Columbus City,Franklin,Region 11,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011319,Eliza Northrop Elementary,044388,Medina City SD,Medina,Region 8,Open,Elementary School,Disadvantaged,33.3,60.0,50.0,50.0,56.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,115,22.2,
011319,Eliza Northrop Elementary,044388,Medina City SD,Medina,Region 8,Open,Elementary School,NonDisadvantaged,83.6,88.1,76.9,79.5,87.2,84.1,66.7,87.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,403,77.9,
011321,Ralph E. Waite Elementary,044388,Medina City SD,Medina,Region 8,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,29,6.0,
011321,Ralph E. Waite Elementary,044388,Medina City SD,Medina,Region 8,Open,Elementary School,NonDisadvantaged,86.2,86.2,89.6,92.2,94.8,94.0,78.7,94.1,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,458,94.0,
011346,Fallen Timbers Middle School,048207,Anthony Wayne Local,Lucas,Region 1,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,78.0,80.5,87.8,59.5,73.0,73.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,82,11.2,
011346,Fallen Timbers Middle School,048207,Anthony Wayne Local,Lucas,Region 1,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,92.3,89.2,94.9,79.4,86.5,87.1,NC,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,648,88.8,
011368,Sycamore Creek Elementary School,046896,Pickerington Local,Fairfield,Region 11,Open,Elementary School,Disadvantaged,66.7,93.3,73.7,84.2,63.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,72,12.7,
011368,Sycamore Creek Elementary School,046896,Pickerington Local,Fairfield,Region 11,Open,Elementary School,NonDisadvantaged,87.6,94.7,86.6,>95.0,92.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,495,87.3,
011369,Toll Gate Middle School,046896,Pickerington Local,Fairfield,Region 11,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,82.4,61.8,82.4,78.4,85.7,66.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,75,16.9,
011369,Toll Gate Middle School,046896,Pickerington Local,Fairfield,Region 11,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,93.0,89.2,88.7,85.1,83.8,83.1,>95.0,>95.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,369,82.9,
011370,Toll Gate Elementary,046896,Pickerington Local,Fairfield,Region 11,Open,Elementary School,Disadvantaged,68.4,73.7,93.3,>95.0,93.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,68,11.7,
011370,Toll Gate Elementary,046896,Pickerington Local,Fairfield,Region 11,Open,Elementary School,NonDisadvantaged,86.2,93.0,88.1,>95.0,89.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,511,88.3,
011381,Greater Summit County Early Learning Center,011381,Greater Summit County Early Learning Center,Franklin,Region 8,Open,Elementary School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,43,33.1,
011381,Greater Summit County Early Learning Center,011381,Greater Summit County Early Learning Center,Franklin,Region 8,Open,Elementary School,NonDisadvantaged,89.5,94.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,87,66.9,
011390,Bella Academy of Excellence,011390,Bella Academy of Excellence,Cuyahoga,Region 3,Open,Elementary School,Disadvantaged,46.5,60.5,39.5,52.6,42.1,38.9,44.4,27.0,50.0,70.0,23.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.8,NC,NC,289,>95.0,
011390,Bella Academy of Excellence,011390,Bella Academy of Excellence,Cuyahoga,Region 3,Open,Elementary School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011395,Valley View Intermediate School,048744,Valley View Local,Montgomery,Region 10,Open,Elementary School,Disadvantaged,NC,NC,59.2,75.5,77.6,70.7,90.2,85.4,43.9,51.2,46.3,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.8,NC,NC,156,31.2,
011395,Valley View Intermediate School,048744,Valley View Local,Montgomery,Region 10,Open,Elementary School,NonDisadvantaged,NC,NC,82.5,90.5,93.7,79.4,83.8,87.9,74.2,69.3,73.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,345,69.0,
011429,Fassett Junior High School,044602,Oregon City,Lucas,Region 1,Open,Junior High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,59.3,51.6,37.1,65.7,60.9,NC,NC,NC,NC,NC,76.9,NC,NC,NC,NC,92.6,NC,NC,250,43.0,
011429,Fassett Junior High School,044602,Oregon City,Lucas,Region 1,Open,Junior High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,75.0,73.9,63.0,77.7,79.7,NC,NC,NC,NC,NC,91.4,NC,NC,NC,NC,>95.0,NC,NC,333,57.2,
011430,Defiance Elementary School,043869,Defiance City,Defiance,Region 1,Open,Elementary School,Disadvantaged,49.3,68.3,46.9,64.8,71.9,68.0,45.6,65.0,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,697,60.7,
011430,Defiance Elementary School,043869,Defiance City,Defiance,Region 1,Open,Elementary School,NonDisadvantaged,69.0,81.0,70.0,87.1,92.9,80.0,70.0,82.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,452,39.3,
011439,Renaissance Academy,011439,Renaissance Academy,Franklin,Region 11,Open,High School,Disadvantaged,31.8,22.7,19.0,14.3,23.8,27.8,5.6,16.7,31.3,25.0,25.0,8.3,16.7,21.1,15.8,15.8,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.7,NC,NC,186,>95.0,
011439,Renaissance Academy,011439,Renaissance Academy,Franklin,Region 11,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,
011452,Fayetteville-Perry Elementary School,046045,Fayetteville-Perry Local,Brown,Region 14,Open,Elementary School,Disadvantaged,57.7,84.6,64.3,82.1,82.1,67.6,50.0,64.7,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,93.9,NC,NC,188,46.5,
011452,Fayetteville-Perry Elementary School,046045,Fayetteville-Perry Local,Brown,Region 14,Open,Elementary School,NonDisadvantaged,70.5,90.9,71.4,76.2,>95.0,80.6,51.6,74.2,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,217,53.7,
011460,Fayetteville-Perry High School,046045,Fayetteville-Perry Local,Brown,Region 14,Open,High School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,53.3,52.6,NC,60.0,61.5,39.1,35.3,NC,NC,76.9,92.3,93.1,71.4,70,28.8,
011460,Fayetteville-Perry High School,046045,Fayetteville-Perry Local,Brown,Region 14,Open,High School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,57.4,65.9,NC,63.8,61.2,25.0,26.8,NC,NC,62.2,94.9,>95.0,>95.0,174,71.6,
011462,South Central Junior High School,047738,South Central Local,Huron,Region 2,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,55.6,55.6,59.3,71.4,61.9,25.0,47.6,62.5,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,>95.0,NC,NC,78,43.6,
011462,South Central Junior High School,047738,South Central Local,Huron,Region 2,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,71.4,67.6,82.9,74.3,80.0,48.0,33.3,64.0,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,101,56.4,
011463,Teays Valley West Middle School,049098,Teays Valley Local,Pickaway,Region 11,Open,Middle School,Disadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,69.2,76.3,78.9,59.5,56.8,52.8,76.5,63.9,NC,NC,NC,NC,NC,NC,NC,NC,NC,NC,94.2,NC,NC,115,28.3,
011463,Teays Valley West Middle School,049098,Teays Valley Local,Pickaway,Region 11,Open,Middle School,NonDisadvantaged,NC,NC,NC,NC,NC,NC,NC,NC,84.0,90.0,87.0,85.6,78.8,80.7,>95.0,94.0,NC,NC,NC,NC,NC,>95.0,NC,NC,NC,NC,>95.0,NC,NC,292,71.7,
